id,name,place_of_birth,date_of_birth,ethnicity,nationality,specialization,gender,height,weight,astrological_sign
969,蔡淳佳,其它,1970-1979,漢,新馬,娛樂,女,160-170,40-50,獅子
970,黃家駒,廣東/香港,1960-1969,漢,中國,娛樂/文藝,男,170-180,未知,雙子
971,伽利略,未知,1900前,未知,歐洲,科學,男,未知,未知,未知
972,何沖,廣東,1980-1989,未知,中國,未知,男,160-170,60-70,未知
973,袁成傑,上海,1980-1989,漢,中國,娛樂,男,180-190,未知,雙魚
974,當年明月,湖北,1970-1979,未知,中國,文藝,男,未知,未知,未知
975,滕海濱,其它,1980-1989,未知,中國,體育,男,s160,未知,未知
976,陳翔,甘肅,1980-1989,漢,中國,娛樂,男,170-180,60-70,射手
977,聶海勝,湖北,1960-1969,漢,中國,其它,男,未知,未知,未知
978,張飛,河北,未知,漢,中國,其它,男,未知,未知,未知
979,汪國真,北京,1900-1959,漢,中國,文藝,男,未知,未知,巨蟹
980,杜月笙,上海/江蘇,1900前,漢,中國,政治,男,未知,未知,未知
981,蔡旻佑,其它,1980-1989,未知,中國,娛樂/文藝,男,170-180,60-70,天蠍
982,水原希子,日本/美國,1990至今,未知,日本/美加,娛樂,女,160-170,40-50,天秤
983,華少,浙江,1980-1989,漢,中國,娛樂,男,170-180,60-70,雙魚
984,張泉靈,上海,1970-1979,漢,中國,娛樂/其它,女,未知,未知,雙子
985,唐禹哲,臺灣,1980-1989,漢,中國,娛樂,男,170-180,未知,處女
986,隋棠,臺灣,1980-1989,漢,中國,娛樂,女,170-180,50-60,天秤
987,張震,臺灣,1970-1979,漢,中國,娛樂,男,170-180,60-70,天秤
988,歐陽震華,香港,1960-1969,漢,中國,娛樂,男,170-180,60-70,獅子
989,許昕,江蘇,1990至今,漢,中國,未知,男,170-180,60-70,未知
990,丁曉紅,未知,未知,漢,中國,娛樂,女,160-170,未知,未知
991,張琳芃,山東,1980-1989,回,中國,體育,男,180-190,70-80,金牛
992,洪晃,北京,1960-1969,漢,美加,商業/其它,女,未知,未知,未知
993,何穗,浙江,1980-1989,漢,中國,娛樂,女,170-180,40-50,天秤
994,鄭允浩,韓國,1980-1989,未知,韓國,娛樂,男,180-190,60-70,水瓶
995,納蘭容若,未知,未知,滿,中國,未知,男,未知,未知,未知
996,邵美琪,香港,1960-1969,漢,中國/香港,娛樂,女,160-170,40-50,雙魚
997,林依輪,北京/河北,1970-1979,滿,中國,娛樂,男,180-190,60-70,白羊
998,古晨,未知,1980-1989,漢,中國,娛樂,女,170-180,40-50,天秤
999,李雪芮,重慶,1990至今,漢,中國,未知,女,未知,未知,未知
1000,羅家英,廣東/香港,1900-1959,未知,中國,娛樂/文藝,男,170-180,未知,處女
1001,王傑,香港/臺灣,1960-1969,漢,中國,娛樂,男,170-180,60-70,天秤
1002,蕭煌奇,臺灣,1970-1979,漢,中國,娛樂,男,未知,未知,處女
1003,側田,美國,1970-1979,未知,美加,娛樂/文藝,男,160-170,未知,巨蟹
1004,俞飛鴻,浙江,1970-1979,漢,中國,娛樂/文藝,女,160-170,40-50,摩羯
1005,杜憲,未知,1900-1959,未知,中國,娛樂,女,未知,未知,未知
1006,歌浴森,河南,1980-1989,漢,中國,娛樂,男,170-180,50-60,金牛
1007,金恩聖,韓國,1980-1989,朝鮮,韓國,娛樂,男,170-180,50-60,處女
1008,朱熹,福建,1900前,漢,中國,政治/其它,男,未知,未知,未知
1009,韓寒,上海,1980-1989,漢,中國,娛樂/文藝,男,170-180,50-60,天秤
1010,黃海冰,上海,1970-1979,漢,中國,娛樂,男,180-190,70-80,獅子
1011,上官婉兒,陝西,1900前,漢,中國,未知,女,未知,未知,獅子
1012,柯以敏,其它,1970-1979,未知,未知,娛樂,女,170-180,未知,白羊
1013,穆婷婷,重慶,1980-1989,漢,未知,娛樂,女,160-170,40-50,摩羯
1014,陳坤,重慶,1970-1979,漢,中國,娛樂,男,170-180,未知,水瓶
1015,韓棟,浙江,1980-1989,漢,中國,娛樂,男,170-180,60-70,天蠍
1016,童安格,臺灣,1900-1959,未知,中國,娛樂,男,170-180,未知,獅子
1017,陳靜,香港,1980-1989,未知,中國/香港,娛樂/文藝,女,160-170,40-50,白羊
1018,徐小鳳,湖北/香港,1900-1959,漢,中國,娛樂,女,s160,未知,摩羯
1019,蘇慧倫,臺灣,1970-1979,未知,中國,娛樂,女,160-170,未知,天蠍
1020,趙無極,其它,未知,漢,歐洲,未知,男,未知,未知,水瓶
1021,穆桂英,未知,1900前,未知,中國,其它,女,未知,未知,未知
1022,高虎,山東,1970-1979,未知,中國,娛樂,男,180-190,未知,金牛
1023,江鎧同,山東,1980-1989,漢,中國,娛樂,女,160-170,40-50,天蠍
1024,左小祖咒,江蘇,1970-1979,漢,中國,娛樂/文藝,男,170-180,60-70,雙魚
1025,徐冬冬,北京,1900-1959,未知,中國,文藝,男,未知,未知,未知
1026,陳淑樺,臺灣,1900-1959,未知,中國/臺灣,娛樂/文藝,女,160-170,未知,金牛
1027,仇曉,未知,未知,漢,中國,娛樂,女,160-170,未知,天蠍
1028,孫淳,未知,未知,漢,中國,娛樂,男,170-180,未知,巨蟹
1029,華佗,未知,未知,未知,中國,科學,男,未知,未知,未知
1030,王喜,香港,1960-1969,漢,中國,娛樂,男,170-180,60-70,獅子
1031,王仕鵬,遼寧,1980-1989,漢,中國,未知,男,geq190,未知,未知
1032,張涵予,北京,1960-1969,未知,未知,娛樂,男,170-180,未知,射手
1033,呂一,重慶,1980-1989,漢,中國,娛樂,女,160-170,50-60,摩羯
1034,柏原崇,日本,1970-1979,未知,日本,娛樂/文藝,男,170-180,60-70,雙魚
1035,騰格爾,內蒙古,1960-1969,蒙古,中國,娛樂,男,170-180,未知,未知
1036,孫藝洲,四川,1980-1989,漢,中國,娛樂,男,180-190,60-70,天秤
1037,顧長衛,陝西,1900-1959,漢,中國,娛樂/文藝,男,未知,未知,射手
1038,孫甯,江蘇,1970-1979,漢,中國,娛樂/文藝,女,160-170,未知,射手
1039,柯藍,北京,1970-1979,漢,中國,娛樂,女,160-170,40-50,獅子
1040,陶虹,江蘇,1970-1979,漢,中國,娛樂/體育,女,160-170,40-50,摩羯
1041,朴智星,韓國,1980-1989,朝鮮,韓國,文藝/體育,男,170-180,60-70,雙魚
1042,張小凡,其它,未知,未知,未知,未知,男,未知,未知,未知
1043,劉芳,未知,未知,未知,未知,娛樂,女,未知,未知,射手
1044,吳宇森,其它,1900-1959,漢,中國,娛樂/文藝,男,未知,未知,處女
1045,葉德嫻,香港,1900-1959,未知,中國,娛樂,女,未知,未知,摩羯
1046,馬未都,北京,1900-1959,漢,中國,文藝/其它,男,未知,未知,白羊
1047,侯寶林,天津,1900-1959,滿,中國,娛樂/文藝,男,未知,未知,射手
1048,張紹剛,內蒙古,1970-1979,漢,中國,娛樂/其它,男,160-170,未知,天秤
1049,秦瓊,山東,1900前,漢,中國,其它,男,未知,未知,未知
1050,張維迎,陝西,1900-1959,漢,中國,其它,男,未知,未知,未知
1051,李寧,廣西,1960-1969,壯,中國,商業/體育,男,160-170,未知,處女
1052,黃公望,其它,1900前,漢,中國,文藝,男,未知,未知,未知
1053,晏紫,未知,1980-1989,未知,中國,體育,女,160-170,未知,未知
1054,王珂,山東,1980-1989,漢,中國,未知,男,未知,未知,未知
1055,陳楚河,臺灣,1970-1979,漢,中國,娛樂,男,170-180,未知,金牛
1056,溥儀,北京,1900-1959,滿,中國,政治,男,170-180,未知,水瓶
1057,恩雅,其它,1960-1969,未知,歐洲,文藝,女,未知,未知,金牛
1058,上野樹裡,日本,1980-1989,未知,日本,娛樂,女,160-170,未知,雙子
1059,田蕊妮,香港,1970-1979,漢,中國,娛樂,女,160-170,50-60,天秤
1060,黃永玉,湖南,1900-1959,土家,中國,文藝,男,未知,未知,獅子
1061,楊子,河北,1970-1979,漢,中國,娛樂,男,170-180,60-70,雙子
1062,鄭融,香港,1980-1989,未知,中國/香港,娛樂,女,s160,未知,天秤
1063,王儀涵,未知,1980-1989,未知,中國,未知,女,170-180,60-70,未知
1064,郎永淳,江蘇,1970-1979,漢,中國,娛樂,男,170-180,未知,獅子
1065,苟芸慧,臺灣,1980-1989,未知,美加,娛樂,女,160-170,60-70,巨蟹
1066,司馬南,黑龍江,1900-1959,漢,中國,娛樂,男,未知,未知,未知
1067,陳琳,重慶,1970-1979,未知,中國,娛樂,女,160-170,未知,水瓶
1068,張作霖,遼寧,1900前,漢,中國,政治/其它,男,s160,未知,未知
1069,小彩旗,雲南,1990至今,白,中國,娛樂/文藝,女,未知,未知,水瓶
1070,金正恩,其它,1980-1989,朝鮮,朝鮮,未知,男,170-180,geq90,未知
1071,黃雅莉,湖南,1980-1989,未知,中國,娛樂,女,s160,未知,白羊
1072,韓晶,青海,未知,漢,中國,未知,女,160-170,未知,巨蟹
1073,李知恩,韓國,1990至今,朝鮮,韓國,娛樂,女,160-170,40-50,金牛
1074,樸燦烈,韓國,1990至今,朝鮮,韓國,娛樂,男,180-190,60-70,射手
1075,夏雨,山東/四川,1970-1979,未知,中國,娛樂/文藝,男,170-180,未知,天蠍
1076,李行亮,其它,1980-1989,漢,中國,娛樂/文藝,男,170-180,50-60,雙魚
1077,趙普,安徽,1970-1979,漢,中國,娛樂,男,170-180,未知,金牛
1078,王大雷,遼寧,1980-1989,漢,中國,未知,男,180-190,70-80,未知
1079,李寶英,韓國,1970-1979,朝鮮,韓國,娛樂,女,160-170,40-50,摩羯
1080,何家勁,香港,1900-1959,漢,中國,娛樂/政治,男,170-180,60-70,摩羯
1081,孫耀琦,山東,1980-1989,漢,中國,娛樂,女,170-180,50-60,白羊
1082,吉傑,四川,1970-1979,彝,中國,娛樂,男,180-190,70-80,摩羯
1083,李佳航,遼寧,1980-1989,漢,中國,娛樂,男,170-180,未知,雙魚
1084,黃覺,廣西,1970-1979,壯,中國,娛樂,男,180-190,未知,獅子
1085,謝賢,廣東,1900-1959,漢,中國/美加,娛樂/文藝,男,170-180,未知,獅子
1086,潘辰,上海,1980-1989,漢,中國,娛樂,女,160-170,40-50,雙魚
1087,周蘇紅,浙江,1970-1979,漢,中國,未知,女,180-190,70-80,金牛
1088,蔡妍,韓國,1970-1979,未知,中國,娛樂,女,160-170,40-50,射手
1089,前田敦子,日本,1990至今,其它,日本,娛樂/文藝,女,160-170,40-50,巨蟹
1090,喬任梁,上海,1980-1989,漢,中國,娛樂,男,180-190,未知,天秤
1091,王剛,遼寧,1900-1959,回,中國,娛樂,男,170-180,60-70,摩羯
1092,閻維文,山西,1900-1959,漢,中國,娛樂/文藝/其它,男,170-180,未知,處女
1093,王馨平,香港,1960-1969,未知,中國,娛樂,女,170-180,未知,獅子
1094,朴智妍,韓國,1990至今,其它,韓國,娛樂,女,160-170,40-50,雙子
1095,傅抱石,未知,1900-1959,漢,中國,文藝,男,未知,未知,天秤
1096,董棟,河南,1980-1989,漢,中國,體育,男,160-170,未知,未知
1097,黃美姬,未知,1980-1989,未知,韓國,未知,女,170-180,未知,未知
1098,周其鳳,湖南,1900-1959,漢,中國,未知,男,未知,未知,未知
1099,蔡國慶,北京,1960-1969,回,中國,娛樂,男,170-180,未知,處女
1100,劉子歌,遼寧,1980-1989,未知,中國,體育,女,180-190,未知,未知
1101,王錚亮,其它,1970-1979,漢,中國,娛樂/文藝/其它,男,170-180,60-70,射手
1102,董永,江蘇,未知,漢,未知,未知,男,未知,未知,未知
1103,吳三桂,遼寧,1900前,漢,中國,政治,男,170-180,未知,未知
1104,蔣夢婕,安徽,1980-1989,漢,未知,娛樂,女,160-170,40-50,射手
1105,柏拉圖,其它,1900前,未知,歐洲,其它,男,未知,未知,未知
1106,蔣經國,其它,1900-1959,漢,中國,政治,男,未知,未知,未知
1107,王功權,未知,未知,未知,未知,商業,男,未知,未知,未知
1108,蔣勁夫,湖南,1990至今,漢,中國,娛樂,男,180-190,未知,處女
1109,林風眠,未知,1900-1959,漢,中國,文藝,男,未知,未知,天蠍
1110,趙蕊蕊,其它,1980-1989,漢,中國,未知,女,geq190,70-80,未知
1111,譚耀文,香港,1960-1969,未知,中國/香港,娛樂/商業,男,170-180,60-70,雙魚
1112,蕭伯納,其它,1900前,未知,歐洲,文藝,男,未知,未知,巨蟹
1113,秦漢,上海/臺灣,1900-1959,漢,中國,娛樂,男,180-190,70-80,巨蟹
1114,胡靈,貴州,1980-1989,漢,中國,娛樂,女,s160,未知,巨蟹
1115,黃智雯,香港,1980-1989,漢,中國/香港,娛樂,女,160-170,未知,射手
1116,付辛博,陝西,1980-1989,漢,中國,娛樂,男,180-190,60-70,雙魚
1117,許美靜,其它,1970-1979,未知,中國,娛樂,女,160-170,未知,天秤
1118,軒尼詩,山東,1980-1989,漢,中國,娛樂,男,180-190,未知,白羊
1119,邵兵,其它,未知,漢,中國,未知,男,180-190,70-80,水瓶
1120,馬良,未知,1900前,漢,中國,其它,男,未知,未知,未知
1121,朴敏英,韓國,1980-1989,朝鮮,未知,娛樂,女,160-170,40-50,雙魚
1122,斕曦,安徽,1980-1989,漢,中國,娛樂,女,160-170,40-50,處女
1123,李琛,其它,1970-1979,漢,中國,娛樂,男,160-170,50-60,金牛
1124,文強,重慶/四川,1900-1959,漢,中國,政治,男,未知,未知,未知
1125,郜林,其它,1980-1989,漢,中國,未知,男,180-190,70-80,未知
1126,劉忻,黑龍江,1980-1989,漢,中國,娛樂,女,160-170,40-50,雙子
1127,沈昌?,韓國,1980-1989,未知,韓國,娛樂/文藝,男,180-190,60-70,水瓶
1128,吳冠中,江蘇,1900-1959,漢,中國,文藝,男,未知,未知,未知
1129,劉洋,河南,1970-1979,漢,中國,未知,女,未知,未知,未知
1130,茅盾,浙江,1900前,漢,中國,文藝/其它,男,未知,未知,未知
1131,沈騰,黑龍江,1970-1979,漢,中國,娛樂,男,170-180,未知,天蠍
1132,糯康,其它,1960-1969,傣,其它,其它,男,160-170,未知,天蠍
1133,黎耀祥,香港,1960-1969,漢,中國,娛樂,男,170-180,60-70,金牛
1134,周韻,浙江,1970-1979,未知,中國,娛樂,女,160-170,50-60,射手
1135,爾冬升,未知,1900-1959,未知,中國,娛樂/文藝,男,180-190,未知,未知
1136,何可欣,北京,1990至今,漢,中國,體育,女,s160,40-50,未知
1137,黃大煒,香港,1960-1969,未知,中國,未知,男,170-180,未知,未知
1138,雷政富,未知,1900-1959,漢,中國,政治,男,未知,未知,未知
1139,唐藝昕,四川,1980-1989,漢,未知,娛樂,女,160-170,40-50,射手
1140,柳雲龍,山東,1960-1969,漢,中國,娛樂,男,180-190,60-70,白羊
1141,竇驍,陝西,1980-1989,漢,美加,娛樂,男,180-190,70-80,射手
1142,範志毅,上海,1960-1969,漢,其它,娛樂,男,180-190,70-80,天蠍
1143,二宮和也,日本,1980-1989,未知,日本,娛樂,男,160-170,50-60,雙子
1144,餘男,遼寧,1970-1979,漢,中國,娛樂,女,160-170,40-50,處女
1145,習仲勳,未知,1900-1959,未知,中國,政治/其它,男,未知,未知,未知
1146,宇多田光,日本/美國,1980-1989,未知,日本/美加,娛樂/文藝,女,s160,未知,摩羯
1147,魏秋月,天津,未知,漢,中國,未知,女,180-190,70-80,未知
1148,潘虹,上海/江蘇,1900-1959,未知,中國,娛樂/文藝,女,170-180,未知,天蠍
1149,阿炳,未知,1900前,未知,中國,文藝,男,未知,未知,未知
1150,黃繼光,四川,1900-1959,漢,中國,未知,男,s160,40-50,未知
1151,丁子高,未知,1970-1979,未知,未知,其它,男,170-180,未知,獅子
1152,郭晉安,香港,1960-1969,漢,中國/香港,娛樂,男,170-180,未知,天秤
1153,葉世榮,香港,1960-1969,漢,中國,娛樂/文藝,男,170-180,60-70,獅子
1154,廖昌永,未知,1960-1969,漢,中國,文藝,男,未知,未知,天蠍
1155,沙寶亮,北京,1970-1979,回,中國,娛樂/文藝,男,170-180,70-80,摩羯
1156,毛舜筠,香港,1900-1959,漢,中國,娛樂/文藝,女,160-170,未知,天蠍
1157,曹丕,安徽,1900前,漢,中國,文藝/政治,男,未知,未知,未知
1158,丁子峻,香港,1970-1979,漢,中國/香港,娛樂,男,170-180,未知,金牛
1159,錢嘉樂,香港,1960-1969,未知,中國,娛樂/體育,男,170-180,60-70,獅子
1160,袁厲害,未知,未知,未知,中國,未知,女,未知,未知,未知
1161,井上雄彥,日本,1960-1969,其它,日本,娛樂/文藝,男,160-170,未知,摩羯
1162,劉松仁,香港,1900-1959,漢,中國,娛樂/文藝,男,170-180,未知,天秤
1163,趙紫陽,河南,1900-1959,漢,未知,未知,男,未知,未知,未知
1164,佟文,未知,1980-1989,未知,中國,體育,女,170-180,geq90,未知
1165,夏奇拉,其它,1970-1979,其它,未知,娛樂/文藝,女,s160,50-60,水瓶
1166,孫繼海,遼寧,1970-1979,漢,中國,娛樂/體育,男,180-190,70-80,天秤
1167,茜拉,其它,1990至今,其它,新馬,娛樂,女,160-170,未知,獅子
1168,杜鋒,新疆,1980-1989,回,中國,未知,男,geq190,未知,未知
1169,侯耀華,北京,1900-1959,滿,中國,娛樂/文藝,男,未知,未知,摩羯
1170,胡夏,廣西,1990至今,漢,中國,娛樂,男,180-190,未知,雙魚
1171,何佩瑜,北京/香港,1980-1989,漢,中國,娛樂,女,170-180,未知,白羊
1172,華國鋒,未知,1900-1959,漢,中國,政治,男,未知,未知,未知
1173,蕭紅,黑龍江,1900-1959,漢,中國,未知,女,未知,未知,未知
1174,何香凝,其它,1900前,漢,中國,文藝,女,未知,未知,未知
1175,談莉娜,廣西,1980-1989,漢,中國,娛樂,女,160-170,40-50,處女
1176,歐陽夏丹,廣西,1970-1979,漢,中國,娛樂,女,160-170,40-50,獅子
1177,黃庭堅,其它,1900前,未知,中國,文藝,男,未知,未知,未知
1178,方濱興,黑龍江,1960-1969,漢,中國,其它,男,未知,未知,未知
1179,小栗旬,日本,1980-1989,未知,日本,娛樂/文藝,男,180-190,60-70,摩羯
1180,陳珊妮,上海/臺灣,1970-1979,未知,中國,娛樂/文藝,女,160-170,未知,巨蟹
1181,童蕾,浙江,1980-1989,未知,中國,娛樂,女,160-170,40-50,摩羯
1182,陳建斌,新疆,1970-1979,回,中國,娛樂/文藝,男,170-180,70-80,巨蟹
1183,薛佳凝,黑龍江,1970-1979,漢,中國,娛樂,女,160-170,40-50,獅子
1184,孫陶然,吉林,1960-1969,未知,中國,未知,男,未知,未知,未知
1185,張力尹,其它,1980-1989,彝,中國,娛樂,女,160-170,40-50,雙魚
1186,金莎,上海,1980-1989,漢,中國,娛樂,女,160-170,40-50,雙魚
1187,劉鶴,北京,1900-1959,漢,中國,政治,男,未知,未知,未知
1188,韓一菲,內蒙古,1980-1989,漢,中國,娛樂/文藝,女,160-170,未知,雙子
1189,鄭佩佩,上海,1900-1959,漢,未知,娛樂,女,未知,未知,未知
1190,林正英,上海/香港,1900-1959,漢,中國,娛樂/文藝/體育,男,160-170,50-60,摩羯
1191,張婉悠,未知,未知,未知,中國,娛樂,女,160-170,未知,雙子
1192,張倫碩,山東,1980-1989,漢,中國,娛樂,男,180-190,70-80,巨蟹
1193,廉頗,山西/山東,未知,未知,未知,其它,男,未知,未知,未知
1194,熊天平,臺灣,1960-1969,漢,中國,娛樂/體育,男,170-180,未知,處女
1195,大張偉,北京,1980-1989,漢,未知,娛樂,男,170-180,50-60,處女
1196,郭艾倫,遼寧,1990至今,未知,中國,未知,男,geq190,未知,未知
1197,肖傳國,湖北,1900-1959,未知,中國,其它,男,未知,未知,未知
1198,白靜,遼寧,1980-1989,錫伯,中國,娛樂,女,160-170,40-50,雙子
1199,宋楚瑜,湖南,1900-1959,漢,中國,政治,男,未知,未知,雙魚
1200,劉謙,臺灣,1970-1979,漢,中國,娛樂,男,170-180,60-70,巨蟹
1201,劉著,四川,1990至今,漢,中國,娛樂,男,160-170,40-50,摩羯
1202,黃小琥,臺灣,1960-1969,漢,中國,娛樂,女,170-180,未知,雙子
1203,安徒生,其它,1900前,未知,歐洲,商業/文藝,男,未知,未知,白羊
1204,胡耀邦,未知,1900-1959,漢,中國,未知,男,未知,未知,未知
1205,馮遠征,北京,1960-1969,漢,中國,娛樂/文藝,男,170-180,未知,天蠍
1206,聶鑫,山西,1980-1989,漢,中國,娛樂,女,160-170,40-50,天秤
1207,胡佳,其它,1980-1989,未知,中國,體育,男,160-170,未知,摩羯
1208,趙菁,未知,1990至今,未知,中國,體育,女,170-180,未知,未知
1209,陳悅,浙江,未知,漢,中國,文藝,女,未知,未知,未知
1210,惠若琪,遼寧,1990至今,漢,中國,未知,女,geq190,70-80,未知
1211,拉德萬斯卡,其它,1980-1989,未知,未知,未知,女,170-180,50-60,未知
1212,韓信,江蘇,1900前,漢,中國,其它,男,未知,未知,未知
1213,孔慶東,黑龍江,1960-1969,漢,中國,其它,男,未知,未知,未知
1214,張自忠,山東,1900前,漢,中國,其它,男,未知,未知,獅子
1215,周柏豪,香港,1980-1989,未知,中國/香港,娛樂,男,180-190,未知,天蠍
1216,郭冬臨,安徽,1960-1969,漢,中國,娛樂/文藝,男,180-190,未知,天秤
1217,曾一鳴,湖南,1980-1989,漢,中國,娛樂/文藝,男,170-180,60-70,巨蟹
1218,唐英年,香港,1900-1959,漢,中國,政治,男,未知,未知,處女
1219,王姬,北京,1960-1969,漢,中國,娛樂,女,160-170,未知,巨蟹
1220,郭樹清,其它,1900-1959,漢,中國,政治,男,未知,未知,未知
1221,王薇薇,其它,1900-1959,未知,未知,其它,女,未知,未知,未知
1222,陳鍵鋒,香港,1970-1979,漢,中國,娛樂,男,180-190,60-70,金牛
1223,郭爽,其它,未知,蒙古,中國,娛樂/文藝,男,160-170,60-70,未知
1224,胡斌,未知,未知,漢,中國,其它,男,未知,未知,未知
1225,沈冰,江蘇,1970-1979,漢,中國,政治,女,170-180,未知,未知
1226,潘迎紫,江蘇/臺灣,1900-1959,漢,中國,娛樂,女,160-170,40-50,雙子
1227,汪精衛,未知,1900前,未知,中國,商業/政治,男,未知,未知,未知
1228,薛蠻子,廣東,1900-1959,未知,中國,商業,男,未知,未知,未知
1229,金海心,北京,1970-1979,朝鮮,中國/朝鮮,娛樂/文藝,女,160-170,未知,天蠍
1230,宋新妮,臺灣,1970-1979,未知,中國,娛樂,女,160-170,未知,水瓶
1231,馬景濤,臺灣,1960-1969,漢,中國,娛樂,男,180-190,未知,水瓶
1232,盧巧音,香港,1970-1979,漢,中國,娛樂,女,160-170,未知,天秤
1233,常昊,上海,1970-1979,未知,中國,未知,男,170-180,70-80,未知
1234,畢卡索,未知,1900前,未知,歐洲,文藝,男,未知,未知,未知
1235,泳兒,香港,1980-1989,未知,新馬,娛樂,女,160-170,未知,天秤
1236,李陽,江蘇,1960-1969,漢,中國,娛樂/其它,男,180-190,未知,巨蟹
1237,立威廉,其它,1970-1979,未知,新馬,娛樂,男,170-180,60-70,獅子
1238,陳獨秀,安徽,1900前,漢,中國,政治,男,未知,未知,未知
1239,邱波,四川,未知,漢,中國,未知,男,160-170,geq90,未知
1240,董文華,其它,1960-1969,漢,中國,娛樂/文藝/政治/其它,女,160-170,40-50,巨蟹
1241,廖凡,湖南,1970-1979,漢,中國,娛樂,男,170-180,未知,水瓶
1242,嗆口小辣椒,重慶,1980-1989,漢,中國,其它,女,160-170,40-50,白羊
1243,薑維,未知,1900前,未知,中國,其它,男,未知,未知,未知
1244,韓真真,陝西,1980-1989,漢,中國,娛樂,女,160-170,未知,白羊
1245,李維嘉,湖南,1970-1979,漢,未知,娛樂,男,160-170,未知,天蠍
1246,韓美林,山東,1900-1959,漢,中國,文藝,男,未知,未知,未知
1247,壇蜜,日本,1980-1989,其它,日本,娛樂,女,s160,未知,射手
1248,章齡之,上海,未知,漢,中國,娛樂,女,160-170,40-50,未知
1249,江蕙,臺灣,1960-1969,漢,中國/臺灣,娛樂,女,160-170,40-50,處女
1250,劉心悠,臺灣,1980-1989,漢,中國,娛樂,女,160-170,未知,白羊
1251,馬德鐘,香港,1960-1969,未知,中國/香港,娛樂,男,180-190,未知,巨蟹
1252,盧廣仲,臺灣,1980-1989,高山,中國/臺灣,娛樂/文藝,男,170-180,60-70,巨蟹
1253,李穎芝,山東,未知,漢,中國,娛樂,女,170-180,40-50,天秤
1254,吳英,未知,1980-1989,漢,中國,商業,女,未知,未知,未知
1255,姚芊羽,湖南,1970-1979,漢,中國,娛樂,女,160-170,40-50,射手
1256,東永裴,韓國,1980-1989,未知,韓國,娛樂,男,170-180,50-60,金牛
1257,阿杜,福建,1970-1979,漢,新馬,娛樂,男,170-180,60-70,雙魚
1258,久石讓,日本,1900-1959,未知,日本,娛樂/文藝,男,未知,未知,射手
1259,賀軍翔,臺灣,1980-1989,漢,中國,娛樂,男,170-180,60-70,摩羯
1260,張德江,未知,1900-1959,漢,中國,政治,男,未知,未知,未知
1261,郭文珺,陝西,1980-1989,漢,中國,體育,女,160-170,50-60,未知
1262,邵佳一,其它,1980-1989,未知,中國,體育,男,180-190,未知,白羊
1263,陳美琪,香港,1900-1959,未知,中國,娛樂/文藝,女,160-170,未知,天秤
1264,謝依霖,臺灣,1990至今,漢,中國/臺灣,娛樂,女,s160,40-50,雙魚
1265,金素恩,韓國,1980-1989,未知,韓國,娛樂,女,160-170,40-50,處女
1266,鄧萃雯,香港,1960-1969,漢,中國,娛樂,女,160-170,40-50,雙魚
1267,劉亞仁,韓國,1980-1989,未知,韓國,娛樂,男,170-180,60-70,天秤
1268,關詩敏,美國,1990至今,未知,美加,娛樂/其它,女,160-170,未知,天秤
1269,徐錦江,黑龍江,1960-1969,滿,中國,娛樂,男,180-190,geq90,天秤
1270,林申,北京,1980-1989,漢,中國,娛樂,男,170-180,60-70,天蠍
1271,楊雪,其它,1980-1989,漢,中國,娛樂,女,160-170,40-50,天秤
1272,段暄,北京,1970-1979,漢,中國,娛樂/政治,男,未知,未知,巨蟹
1273,張瑞希,韓國,1970-1979,朝鮮,韓國,娛樂,女,160-170,40-50,摩羯
1274,鄧鳴賀,河北,1990至今,漢,中國,娛樂,男,未知,未知,雙子
1275,王凱,湖北,1980-1989,漢,中國,娛樂,男,180-190,60-70,獅子
1276,秦檜,未知,1900前,未知,中國,未知,男,未知,未知,未知
1277,甄妮,澳門,1900-1959,漢,中國,娛樂,女,未知,未知,雙魚
1278,徐根寶,上海,1900-1959,漢,未知,未知,男,未知,未知,未知
1279,王小帥,上海,1960-1969,未知,中國,娛樂/文藝,男,未知,未知,摩羯
1280,劉漢,四川,1960-1969,漢,中國,商業,男,未知,未知,未知
1281,李毓芬,臺灣,1980-1989,未知,中國/臺灣,娛樂,女,160-170,未知,金牛
1282,韓正,未知,1900-1959,漢,中國,政治,男,未知,未知,未知
1283,劉虹,江西,未知,未知,中國,未知,女,160-170,40-50,未知
1284,徐磊,浙江,1980-1989,漢,中國,商業/文藝,男,未知,未知,雙魚
1285,黃韻玲,臺灣,1960-1969,未知,中國,娛樂/文藝,女,160-170,40-50,天秤
1286,張楠,北京,未知,漢,中國,體育,男,180-190,70-80,未知
1287,王琳,上海,1970-1979,漢,中國,娛樂,女,160-170,40-50,處女
1288,孫雯,上海,1970-1979,漢,中國,未知,女,160-170,50-60,未知
1289,蔡鍔,未知,1900前,未知,中國,其它,男,未知,未知,未知
1290,蘇芮,臺灣,1900-1959,未知,中國,娛樂,女,s160,未知,雙子
1291,綾瀨遙,日本,1980-1989,其它,日本,娛樂,女,160-170,40-50,白羊
1292,闞清子,黑龍江,1980-1989,滿,中國,娛樂,女,160-170,40-50,白羊
1293,藍正龍,臺灣,1970-1979,漢,中國,娛樂,男,170-180,60-70,雙魚
1294,王中磊,北京,1970-1979,未知,中國,娛樂,男,170-180,未知,白羊
1295,曲婉婷,黑龍江,1980-1989,漢,中國,娛樂/文藝,女,160-170,未知,天秤
1296,周春芽,未知,1900-1959,未知,中國,文藝,男,未知,未知,未知
